headline,category
Michael B. Jordan Debuts Campaign With Coach As Its First Global Men's Face,ENTERTAINMENT
Trump Is In His Best Position Yet To Confirm Incompetent Judges,POLITICS
Trump Had A Hard Time With A GOP Congress. Now Pelosi Will Make His Life Miserable.,POLITICS
Rudy Giuliani Roasted Over Bonkers Late-Night Twitter Rant About Witches,POLITICS
"Ariana Grande, Childish Gambino To Headline 2019 Coachella Valley Music And Arts Festival",ENTERTAINMENT
CNN’s Anderson Cooper Makes Striking Point About Donald Trump's ‘Good General’ Claim,MEDIA
Manhunt Underway After 7-Year-Old Girl Killed In Suspected Random Shooting,BLACK VOICES
Jameela Jamil Announces Company Launch To Change How People Talk About Bodies,ENTERTAINMENT
"'Morning Joe' Supercut Taunts Donald Trump Over His 'Great, Great Wall' Promises",POLITICS
WWE Announcer 'Mean' Gene Okerlund Dead At 76,ENTERTAINMENT
Vancouver Restaurant Denies Serving Up Dead Rat In Chowder,WEIRD NEWS
Keira Knightley Reveals Her 1 Reason For Ever Wanting A Penis,ENTERTAINMENT
Kevin Spacey Says He'll Plead Not Guilty To Sexual Assault Charge,ENTERTAINMENT
Alabama Sheriff Pocketed $1.5 Million In ICE Funds For Immigrant Food: Report,U.S. NEWS
"Minivan Slams Into New Year's Revelers In Tokyo, Injuring 8 People",WORLD NEWS
Kim Jong Un Says He's Ready To Meet With Trump Again In New Year's Speech,WORLD NEWS
Sandra Bullock's New Netflix Movie Inspires People To Take 'Bird Box' Challenge,WEIRD NEWS
"Pete Davidson Returns To Stage After Troubling Instagram Post, Joking About Ariana Grande",COMEDY
Millions To See Pay Hikes In 2019 As Minimum Wage Increases In 20 States,U.S. NEWS
'Overwhelmingly White' California Women's March Canceled Over Representation Concerns,U.S. NEWS
U.S. Stocks Suffer Worst Year Since 2008 Financial Crisis,BUSINESS
Louisiana Police Sucker Media With Offer To 'Test' Meth For Zika,WEIRD NEWS
Roger Federer Will Face Off With Serena Williams For The First Time,SPORTS
Philippines' Rodrigo Duterte Suggests He Sexually Assaulted Maid As A Teen,WORLD NEWS
This Year’s Natural Disasters Show Climate Change’s Dire Consequences Are Already Here,U.S. NEWS
Royal Family Reveals Top Moments of 2018 In New Video,WORLD NEWS
Apparent Foreign Cyberattack Wreaks Havoc On U.S. Newspaper Distribution,U.S. NEWS
Ocasio-Cortez Says Claire McCaskill Calling Her A 'Shiny Object' To CNN Is 'Disappointing',POLITICS
Carrie Fisher's Family Is 'Thrilled At What's Been Done' With Leia In 'Star Wars: Episode IX',ENTERTAINMENT
Mother Accused Of Hiding Daughter's Diabetes Diagnosis As She Died,U.S. NEWS
"7 Money-Saving Steps To Take Before Year's End, According To Experts",MONEY
Lady Gaga Galvanizes Fans In Cyber-Max Enigma Concert In Vegas Residency Debut,ENTERTAINMENT
Trump Blames Democrats For Deaths Of 2 Children In Border Patrol Custody,POLITICS
The Real Reason Why Some Bernie Sanders Fans Have It In For Beto O’Rourke,POLITICS
Federal Personnel Office Suggests Furloughed Workers Offer To Trade Chores For Rent,POLITICS
Michael Cohen Denies Report Tying Him To Infamous Prague Trip,POLITICS
"Lindsey Graham Vows To Nancy Pelosi, House Democrats: 'No Wall Money, No Deal'",POLITICS
Trump’s Dilemma: Go To Mar-a-Lago And Get Criticized? Or Disappoint Dues-Paying Members?,POLITICS
Former Walmart Santa Arrested After 2 Kids Found Buried in Backyard,CRIME
Most Facebook Users Don't Trust The Site With Their Data,POLITICS
Angelina Jolie Doesn't Rule Out Running For Public Office,ENTERTAINMENT
Watch Adam Lambert Move Cher To Tears With Riveting 'Believe' Cover,ENTERTAINMENT
The 'Queer Eye' Stars' Best Fashion Moments Of 2018,STYLE & BEAUTY
"Netflix's 'Black Mirror' Movie Trailer Is Here, And We’re Ready To Be Messed With",ENTERTAINMENT
Michigan Officials Avoid Felony Charges By Pleading No Contest In Flint Water Scandal,ENVIRONMENT
"Trump Agrees With 2011 Obama Tweet, But Twitter Users Suspect He's Trolling",POLITICS
NASA's Close Encounter With Mysterious Space Object Will Make History On New Year's Day,SCIENCE
Secret Santa Allows Homeless Man To Experience The Joy Of Giving,U.S. NEWS
Roseanne Barr Announces Pre-Election Visit To Israeli Parliament,ENTERTAINMENT
Mayim Bialik Doing Better After Revealing Sad Feelings On Christmas Eve,ENTERTAINMENT
"Meghan Markle's Half-Sister, Samantha Grant, Spent Christmas Attacking The Duchess",ENTERTAINMENT
Trump Makes Surprise Iraq Visit After Christmas [UPDATED],POLITICS
We Have So Many Questions About Khloe Kardashian's Thigh-High Plaid Boots,ENTERTAINMENT
No White House Progress On Day 3 Of Government Shutdown,POLITICS
Joe Scarborough Warns 'Rogue President' Spiraling Into 'Terminal Presidency',POLITICS
Doofus Cops Of 'Reno 911!' Reunite To Help You Survive Holidays With Family,COMEDY
Baby Jesus Statue Returns To Church's Nativity Scene Nearly 90 Years After Theft,CRIME
Will Smith And Family Wear The Most Festive Christmas Outfits Ever,ENTERTAINMENT
MSNBC Trolls Rudy Giuliani With 'Most Outrageous Diversion' From Mueller Probe Award,POLITICS
Pakistan's Former Prime Minister Nawaz Sharif Sentenced To 7 Years For Corruption,WORLD NEWS
"Keep Calm, NORAD Still Plans To Track Santa During The Government Shutdown",U.S. NEWS
Rand Paul Praises Trump's Syria Pullout: 'These People' Should 'Fight For Themselves',POLITICS
2020 Presidential Campaigns Are Screening Top Staff For Histories Of Misconduct,POLITICS
Trump Blames Federal Reserve As 'Only Problem' In U.S. Economy,POLITICS
"Bloomberg Rips 'Senselessly Chaotic' Trump, Demands GOP 'Start Showing Some Spine'",POLITICS
SpaceX Launches First U.S. National Security Space Mission,U.S. NEWS
At Least 13 Arrested In Connection To Scandinavian Tourist Murders In Morocco,WORLD NEWS
"Indonesia Tsunami: At Least 62 Killed, Hundreds Injured",WORLD NEWS
Lindsey Graham Doubles Down On Wall Funding: 'We're Not Going To Give In',POLITICS
Rep. Ted Lieu Slams Trump: 'We Are Not Going To Build This Stupid Vanity Wall',POLITICS
Lindsey Graham Praises Trump Over Shutdown: 'Glad He Picked This Fight',POLITICS
Twitter Users Can't Unsee Alex Jones Feeding Roger Stone Helicopter-Style,POLITICS
Bad Lip Reading Imagines The Apple Product Launch Of Your Cheese Nightmares,COMEDY
Stephen Colbert Prays For A Trump Reboot Of Richard Nixon's Final Month In Office,COMEDY
Jim Carrey Depicts 'Lady Liberty' At Death's Door In Attack On Donald Trump’s Wall,ENTERTAINMENT
John Kerry Slams Trump For 'Chaotic' And 'Corrupt' Administration,POLITICS
Jimmy Kimmel Hails Donald Trump's 'War On Christmas' Victory With Spoof Kids Book,COMEDY
Barack Obama Throws All His Weight Behind 'Issue Of Singular Importance',POLITICS
One Of The Best Viral Videos Of The Year Was At Least Partially Staged,WEIRD NEWS
"Seth Meyers Sums Up 2018 For 'Weird, Weird Man' Donald Trump",COMEDY
"Fox News, Sarah Sanders Debate Over Trump Syria Decision",POLITICS
Syrian Refugee High School Student Hospitalized After Bathroom Attack,RELIGION
Catholic Church Withheld Over 500 Names Of Priests Accused Of Child Abuse: Report,U.S. NEWS
Seth Meyers: Donald Trump Needs To Start A New Charity,COMEDY
"William Barr, Trump's Attorney General Pick, Criticized Mueller Probe In Memo: WSJ",POLITICS
Stephen Colbert Tears Into Fox News' Tucker Carlson: 'Little Racist Who Could',COMEDY
Trevor Noah Reveals The 1 Thing We Never Discuss About Trump,COMEDY
"11 Of Our Favorite Face Masks, The Ultimate Self-Care Symbol",STYLE & BEAUTY
'Aladdin' Remake First Look Debuts Will Smith's 'Hip-Hop' Genie,ENTERTAINMENT
Tucker Carlson Has Been Whipping Up Anger And Fears Over Immigration For A While,MEDIA
Conservative Website Makes Bonkers Rule About Watching Porn And Criticizing Trump,MEDIA
Judges Dismiss All Ethics Complaints Against Brett Kavanaugh,POLITICS
"Michelle Obama Reveals Her Last Thought On Leaving The White House: 'Bye, Felicia!'",COMEDY
Will Smith Confirms His Genie In 'Aladdin' Remake Will Be Blue Amid Backlash,ENTERTAINMENT
Arizona Governor Names Martha McSally To John McCain's Senate Seat,POLITICS
Jimmy Kimmel Has New Theory About Why Donald Trump Wants A Border Wall,COMEDY
The Appointments Even Healthy People Should Make Once A Year,WELLNESS
Meghan Markle Steps Out For Solo Outing After Father's Insulting Interview,ENTERTAINMENT
"Border Enforcement Head Should Resign Over Migrant Child Death, Rep. Castro Says",POLITICS
Justice Department Moves Forward With Trump's Bump Stock Ban,POLITICS
Michael Flynn's Business Partner Indicted Ahead of Trump Aide's Sentencing,POLITICS
"CNN Host Counters Trump, Says She's At Her 'Most Patriotic' Watching 'SNL'",MEDIA
Chicago Bears' Charles Leno Jr. Proposes To Girlfriend After Victory,SPORTS
Rashida Tlaib Plans To Wear Traditional Palestinian Gown When Sworn Into Congress,POLITICS
Southwest Passenger Says She Was Forced To Leave Pet Fish At Denver Airport,WEIRD NEWS
Missouri Judge Orders Poacher To Repeatedly Watch 'Bambi' In Jail,WEIRD NEWS
NY Times Slashes Ryan Zinke As 'Not The Sharpest Knife In The Drawer',POLITICS
Family Of Migrant Girl Disputes U.S. Officials' Story Of Her Death,POLITICS
Disney Fires Adult Actor Arrested For Attempting To Send Nude Photos To A 13-Year-Old,ENTERTAINMENT
Ruth Bader Ginsburg Posed With Gift From Fan In Latest Supreme Court Portrait,U.S. NEWS
'SNL' Auditions Oscar Hosts To Replace Comedian Kevin Hart,COMEDY
Offset Crashes Cardi B's Set Asking Her To Take Him Back,ENTERTAINMENT
Migrants Run Their Own List For Admission To U.S. — And Trump Is Making It Longer,POLITICS
Chinese-American Comedian Joe Wong Makes Blunt Prediction About Donald Trump's Wall,COMEDY
Toni Braxton Wants To Give Beyoncé 'A Big Hug' For Dressing As Her For Halloween,BLACK VOICES
Jimmy Kimmel Got Parents To Switch Off Kids' Fortnite Game And It All Kicked Off,ENTERTAINMENT
Stephen Colbert: How Trump Stole The White House Christmas Party,COMEDY
Serena Williams Will Be Able To Bring Back The Catsuit In 2019,SPORTS
"Cory Booker, Likely 2020 Contender, Says He Supports Green New Deal",POLITICS
"More Than 300 Local Officials From 40 States Call For Green New Deal, End Of Fossil Fuels",ENVIRONMENT
CBS Pledges $20M From Les Moonves' Severance To Combat Sexual Harassment,MEDIA
Kellyanne Conway's Husband Won't Stop Trolling Trump,POLITICS
Ex-Frat President Who Was Fined Only $400 For Alleged Rape Still Allowed To Graduate,CRIME
Kavanaugh Was Last Straw For Top California Supreme Court Justice Who Quit GOP,POLITICS
"Amy Schumer's Clothing Line, Le Cloud, Is What Dreams Are Made Of",STYLE & BEAUTY
"Cher Says Book, Movie About Her Life Are Coming In 2020",ENTERTAINMENT
Congress Finally Reauthorizes Juvenile Justice Act After 16 Years,POLITICS
Rudy Giuliani Says Trump's Legal Team Wants Mueller To 'Wrap The Damn Thing Up',POLITICS
Moment Of Reckoning Looms For Ex-Trump Lawyer Michael Cohen,POLITICS
This Potential Presidential Candidate Is On A Mission To Restore Tip Jars To Airport Lounges,POLITICS
"Fiance Of Missing Colorado Mom Is Cooperating With Police, Lawyer Says",CRIME
New Farm Bill Won't Save Small Farmers,POLITICS
Twitter Shreds Ted Cruz For Asking Why Pelosi Wanted Trump Chat Private,POLITICS
Stephen King Taunts Trump With The 1 Simple Question He Won't Answer,MEDIA
Finish-Line Slide Goes ‘Horribly Wrong’ As Runner Face-Plants His Way To Victory,WEIRD NEWS
Seth Meyers: 'Trump Is Fundamentally Lawless',COMEDY
Paul Manafort May Not Contest Claim He Lied To Robert Mueller's Team,POLITICS
Trump Administration Paid Firm Nearly $14 Million For Just 2 New Recruits,POLITICS
Kathie Lee Gifford To Exit NBC's 'Today' Show,MEDIA
New York's Horrific Voting Laws Might Actually Get Changed,POLITICS
Here Are The Movies Coming To Netflix This Week,HOME & LIVING
Kevin McCarthy Says Democrats Shouldn't Spend A Lot Of Time Investigating Trump,POLITICS
James Comey: If Trump Weren't President He'd Be 'In Serious Jeopardy' Over Cohen,POLITICS
French Government Slams Trump: Stop Interfering And 'Leave Our Nation Be',POLITICS
Famous Freeway-Crossing Mountain Lion Found Dead Weeks After Woolsey Fire,ENVIRONMENT
Nick Ayers Declined Trump's Offer To Replace John Kelly As Chief Of Staff: Reports,POLITICS
This Nun Tweets A Daily Prayer To Trump For Him To 'Grow In Humility',RELIGION
'SNL's' Elf On The Shelf Wants A New Kid This Christmas,COMEDY
Robert De Niro's Mueller Pitches Scary Bedtime Story To 'Eric Trump' On 'SNL',COMEDY
Jennifer Lopez Shares Adorable Photos Of A-Rod And Kids Decorating For Christmas,ENTERTAINMENT
REPORT: Trump First Tapped William Barr For Another Job — Defense Lawyer,POLITICS
Chrissy Teigen Sets Off Twitter Uproar Over Gummy Bears,FOOD & DRINK
"MSNBC's Lawrence O'Donnell: ‘Donald Trump Will Be, Must Be Impeached’",MEDIA
"Comey Rips Panels For Grilling Him On 'Whole Lotta' Clinton Emails, 'For Heaven's Sakes'",POLITICS
Read James Comey's Testimony To The House Oversight Committee,POLITICS
Trump Picks Gen. Mark Milley As Next Top Military Adviser,POLITICS
More Evidence Of Illegal Activity Emerges In North Carolina Congressional Race,POLITICS
Trump Says He Is 'Totally' Cleared Following Michael Cohen Sentencing Recommendations,POLITICS
Federal Prosecutors Recommend Substantial Prison Sentence For Michael Cohen,POLITICS
Bernie Sanders Dings Donald Trump With 'Honest President' Tribute To George H.W. Bush,POLITICS
James Alex Fields Jr. Found Guilty In Murder Of Heather Heyer In Charlottesville Car Attack,POLITICS
Stephen Colbert Brilliantly Deciphers Donald Trump’s Approval Rating Boasts,COMEDY
Robert Mueller Details Paul Manafort's Lies In Trump-Russia Probe,POLITICS
Rudy Giuliani Calls Getting Trump Through Robert Mueller's Questions 'A Nightmare',POLITICS
State Legislatures Drag Their Feet On Voter-Approved Ballot Initiatives,POLITICS
"New ‘Game Of Thrones’ Season 8 Teaser Is Here, And It’s Fiery… And Icy",ENTERTAINMENT
Gun Violence Has Cut More Than 4 Years Off The Life Expectancy Of Black Americans: Study,POLITICS
"Trump Administration Is Turning Child Migrants Away At The Border, Lawyers Say",POLITICS
Ellen DeGeneres Vows To Celebrate Jennifer Aniston's 50th Birthday In Special Way,ENTERTAINMENT
"Trump Kept Praising Michael Flynn, Only Now Robert Mueller Is Praising Him Too",POLITICS
Jameela Jamil Is The Feminist Style Icon We've Been Waiting For,STYLE & BEAUTY
Republican Businessman Sheldon Lubar Calls Wisconsin Gov. Scott Walker 'Conniving',POLITICS
Twitter Users Hilariously Fill In The Blanks In Heavily Redacted Mueller Docs,COMEDY
Her Super PAC Ran A Racist Ad. Now She Runs West Virginia’s Minority Affairs Office.,POLITICS
Utah's Hate Crime Law Is 'Unenforceable.' A Brutal Attack In Salt Lake City Could Change That.,POLITICS
Trump Wants To Ramp Up Coal. Spain Has Found A Way To Quit It.,IMPACT
"Bernie Sanders Stakes Out Forceful Climate Stance, Leapfrogging The 2020 Field",POLITICS
Body Found In Costa Rica Near Where Florida Woman Vanished,CRIME
Colbert Taunts Trump With An Absolutely Savage Comparison To George H.W. Bush,COMEDY
Chrissy Teigen's Son Gets Corrective Helmet And Twitter Responds Adorably,ENTERTAINMENT
Meghan McCain Rips Joy Behar For Bringing Up Trump During George H.W. Bush Remembrance,ENTERTAINMENT
Cat Freaks Out In Front Of A Christmas Tree And You Have To See It Right Meow,WEIRD NEWS
"Beyoncé Shows Off Her Rap Skills Onstage With Jay-Z, And The Crowd Loses It",ENTERTAINMENT
"Congress, Trump Look To Put Budget Fight On Hold Until After Bush Funeral",POLITICS
Here's How Amazon Prime Members Spent Their Time And Money In 2018,HOME & LIVING
North Dakota Man Pleads Guilty To Stealing Forklift To 'Kill' Donald Trump,CRIME
Michelle Obama On Leaning In: 'That S**t Doesn't Work All The Time',WOMEN
Trump Refuses To Say Whether He Regrets Attacking The Bush Family,POLITICS
Mexico Swears In First Leftist President In 70 Years,POLITICS
"Ohio Radio Station Gives 'Baby, It's Cold Outside' The Flick This Christmas",ENTERTAINMENT
15 Items To Shop Now During Lord & Taylor’s Friends & Family Sale,STYLE & BEAUTY
"Neil deGrasse Tyson Breaks Silence, Denies Sexual Misconduct Accusations",ENTERTAINMENT
Trump Aides Caught In Web Of Lies Over Russia Contacts,POLITICS
Kid Rock Out As Grand Marshall Of Nashville's Christmas Parade Over Joy Behar Slur,ENTERTAINMENT
Obama Comments On Death Of 'Patriot And Humble Servant' George H.W. Bush,POLITICS
Donald Trump Reacts To Death Of George H.W. Bush,POLITICS
HuffPost Her Stories: Immigrant Moms And Their Daughters Get Candid,WOMEN
Michelle Obama Shades Donald Trump While Talking About White House Morals,POLITICS
"Trump’s Wall Shutdown Would Leave Border Patrol, ICE, Other DHS Employees In Lurch",POLITICS
Jason Biggs Becomes Unwitting Star Of Local TV News Story,ENTERTAINMENT
Trevor Noah Flips Out At Donald Trump's Inadvertent 2016 Election Admission,COMEDY
Hemp Is Finally About To Go Fully Legit In The U.S.,POLITICS
Toy 'Aquaman' Short Will Hilariously Hype You For The Real Deal,ENTERTAINMENT
Joe Biden Blasts Trump Administration's ‘Charlatans And Demagogues’,POLITICS
North Carolina Delays Certifying Results Of Congressional Race Amid Probe Of Irregularities,POLITICS
Philadelphia Eagles Bailed 9 People From Jail Using Social Justice Funds,SPORTS
"BMW Fact-Checks Trump On ‘Major New Plant,’ Which Hasn't Been Finalized",POLITICS
Sen. Jeff Merkley Targets Big Pharma With Bill To Lower Prescription Drug Prices,POLITICS
Steph Curry Responded To A Little Girl Who Asked Why His Shoes Don't Come In Girls' Sizes,SPORTS
"GOP Rep. Thomas Massie Tries To Criticize Free Health Care, Stumbles On Good Idea Instead",POLITICS
15 Relatable Quotes About Motherhood From Anna Faris,PARENTING
Ilhan Omar Says Her Election To Congress Is 'A Real Rejection' Of Religious Bigotry,POLITICS
